origin_id,destinatio,entry_cost,network_co,exit_cost,total_cost
Mercedes,Departamento San Luis del Palmar,0.0000000,20.4074611,0.0689451,20.4764062
Mercedes,San Martin,0.0000000,15.2954826,0.0552303,15.3507130
Mercedes,San Miguel,0.0000000,22.3635578,0.0000000,22.3635578
Mercedes,San Roque,0.0000000,8.9661340,0.0845838,9.0507178
Mercedes,Santo Tome,0.0000000,21.5462509,0.0000000,21.5462509
Mercedes,Sauce,0.0000000,12.9581915,0.0000000,12.9581915
Monte Caseros,Bella Vista,0.0000000,22.8381302,0.0000000,22.8381302
Monte Caseros,Beron de Astrada,0.0000000,37.0073528,0.0131334,37.0204862
Monte Caseros,Capital,0.0000000,31.2671676,0.0000000,31.2671676
Monte Caseros,Concepcion,0.0000000,31.0849792,0.0736135,31.1585928
Monte Caseros,Curuzu Cuatia,0.0000000,31.0849792,0.0736135,31.1585928
Monte Caseros,Empedrado,0.0000000,26.3347169,0.0000000,26.3347169
Monte Caseros,Esquina,0.0000000,19.6114487,0.0656217,19.6770705
Monte Caseros,General Alvear,0.0000000,16.1380898,0.0000000,16.1380898
Monte Caseros,Departamento General Paz,0.0000000,34.4072729,0.0401319,34.4474048
Monte Caseros,Goya,0.0000000,24.5989088,0.0000000,24.5989088
Monte Caseros,Itati,0.0000000,36.0306663,0.0332713,36.0639377
Monte Caseros,Ituzaingo,0.0000000,34.5487996,0.0000000,34.5487996
Monte Caseros,Lavalle,0.0000000,22.5633690,0.0862448,22.6496138
Monte Caseros,Mburucuya,0.0000000,28.0898610,0.0404930,28.1303540
Monte Caseros,Mercedes,0.0000000,12.5722629,0.0000000,12.5722629
Monte Caseros,Monte Caseros,0.0000000,0.0000000,0.0000000,12.5722629
Monte Caseros,Departamento Paso de los Libres,0.0000000,8.7098663,0.0000000,8.7098663
Monte Caseros,Departamento Saladas,0.0000000,8.7098663,0.0000000,8.7098663
Monte Caseros,San Cosme,0.0000000,33.2936628,0.0802203,33.3738830
Monte Caseros,Departamento San Luis del Palmar,0.0000000,31.9530909,0.0689451,32.0220359
Monte Caseros,San Martin,0.0000000,14.9270753,0.0552303,14.9823057
Monte Caseros,San Miguel,0.0000000,33.9091875,0.0000000,33.9091875
Monte Caseros,San Roque,0.0000000,20.5117637,0.0845838,20.5963475
Monte Caseros,Santo Tome,0.0000000,22.9499243,0.0000000,22.9499243
Monte Caseros,Sauce,0.0000000,13.9718677,0.0000000,13.9718677
Departamento Paso de los Libres,Bella Vista,0.0000000,23.3224322,0.0000000,23.3224322
Departamento Paso de los Libres,Beron de Astrada,0.0000000,33.9477991,0.0131334,33.9609325
Departamento Paso de los Libres,Capital,0.0000000,31.7514696,0.0000000,31.7514696
Departamento Paso de los Libres,Concepcion,0.0000000,31.5692812,0.0736135,31.6428947
Departamento Paso de los Libres,Curuzu Cuatia,0.0000000,31.5692812,0.0736135,31.6428947
Departamento Paso de los Libres,Empedrado,0.0000000,26.8190189,0.0000000,26.8190189
Departamento Paso de los Libres,Esquina,0.0000000,22.4987597,0.0656217,22.5643814
Departamento Paso de los Libres,General Alvear,0.0000000,7.6879377,0.0000000,7.6879377
Departamento Paso de los Libres,Departamento General Paz,0.0000000,34.8915748,0.0401319,34.9317067
Departamento Paso de los Libres,Goya,0.0000000,25.0832108,0.0000000,25.0832108
Departamento Paso de los Libres,Itati,0.0000000,36.5149683,0.0332713,36.5482396
Departamento Paso de los Libres,Ituzaingo,0.0000000,26.0986475,0.0000000,26.0986475
Departamento Paso de los Libres,Lavalle,0.0000000,23.0476710,0.0862448,23.1339158
Departamento Paso de los Libres,Mburucuya,0.0000000,28.5741629,0.0404930,28.6146560
Departamento Paso de los Libres,Mercedes,0.0000000,12.4170634,0.0000000,12.4170634
Departamento Paso de los Libres,Monte Caseros,0.0000000,8.7098663,0.0000000,8.7098663
Departamento Paso de los Libres,Departamento Paso de los Libres,0.0000000,0.0000000,0.0000000,8.7098663
Departamento Paso de los Libres,Departamento Saladas,0.0000000,0.0000000,0.0000000,8.7098663
Departamento Paso de los Libres,San Cosme,0.0000000,33.7779647,0.0802203,33.8581850
Departamento Paso de los Libres,Departamento San Luis del Palmar,0.0000000,32.4373928,0.0689451,32.5063379
Departamento Paso de los Libres,San Martin,0.0000000,6.4769232,0.0552303,6.5321536
Departamento Paso de los Libres,San Miguel,0.0000000,34.3934895,0.0000000,34.3934895
Departamento Paso de los Libres,San Roque,0.0000000,20.9960657,0.0845838,21.0806495
Departamento Paso de los Libres,Santo Tome,0.0000000,14.4997722,0.0000000,14.4997722
Departamento Paso de los Libres,Sauce,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Bella Vista,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Beron de Astrada,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Capital,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Concepcion,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Curuzu Cuatia,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Empedrado,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Esquina,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,General Alvear,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Departamento General Paz,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Goya,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Itati,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Ituzaingo,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Lavalle,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Mburucuya,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Mercedes,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Monte Caseros,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Departamento Paso de los Libres,0.0000000,16.8591786,0.0000000,16.8591786
Departamento Saladas,Departamento Saladas,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,San Cosme,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,Departamento San Luis del Palmar,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,San Martin,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,San Miguel,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,San Roque,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,Santo Tome,0.0000000,0.0000000,0.0000000,16.8591786
Departamento Saladas,Sauce,0.0000000,0.0000000,0.0000000,16.8591786
San Cosme,Bella Vista,0.0852340,13.5988789,0.0000000,13.6790992
San Cosme,Beron de Astrada,0.0852340,8.9679826,0.0131334,9.0613362
San Cosme,Capital,0.0852340,3.7960735,0.0000000,3.8762938
San Cosme,Concepcion,0.0852340,12.7230078,0.0736135,12.8768415
San Cosme,Curuzu Cuatia,0.0852340,12.7230078,0.0736135,12.8768415
San Cosme,Empedrado,0.0852340,7.2109693,0.0000000,7.2911895
San Cosme,Esquina,0.0852340,30.1680399,0.0656217,30.3138819
San Cosme,General Alvear,0.0852340,35.0799918,0.0000000,35.1602120
San Cosme,Departamento General Paz,0.0852340,9.9119119,0.0401319,10.0322640
San Cosme,Goya,0.0852340,19.9881878,0.0000000,20.0684080
San Cosme,Itati,0.0852340,2.7370035,0.0332713,2.8504951
San Cosme,Ituzaingo,0.0852340,15.5462554,0.0000000,15.6264757
San Cosme,Lavalle,0.0852340,17.9526480,0.0862448,18.1191130
San Cosme,Mburucuya,0.0852340,8.5268065,0.0404930,8.6475198
San Cosme,Mercedes,0.0852340,21.7480330,0.0000000,21.8282533
San Cosme,Monte Caseros,0.0852340,33.2936628,0.0000000,33.3738830
San Cosme,Departamento Paso de los Libres,0.0852340,33.7779647,0.0000000,33.8581850
San Cosme,Departamento Saladas,0.0852340,33.7779647,0.0000000,33.8581850
San Cosme,San Cosme,0.0852340,0.0000000,0.0000000,33.8581850
San Cosme,Departamento San Luis del Palmar,0.0852340,1.7172624,0.0689451,1.8664277
San Cosme,San Martin,0.0852340,35.0799847,0.0552303,35.2154353
San Cosme,San Miguel,0.0852340,12.6568367,0.0000000,12.7370570
San Cosme,San Roque,0.0852340,12.7818990,0.0845838,12.9467031
San Cosme,Santo Tome,0.0852340,28.5090317,0.0000000,28.5892520
San Cosme,Sauce,0.0852340,27.5880358,0.0000000,27.6682561
Departamento San Luis del Palmar,Bella Vista,0.0732541,12.2583070,0.0000000,12.3272521
Departamento San Luis del Palmar,Beron de Astrada,0.0732541,10.6852450,0.0131334,10.7673235
Departamento San Luis del Palmar,Capital,0.0732541,2.8496164,0.0000000,2.9185615
Departamento San Luis del Palmar,Concepcion,0.0732541,11.3824358,0.0736135,11.5249944
Departamento San Luis del Palmar,Curuzu Cuatia,0.0732541,11.3824358,0.0736135,11.5249944
Departamento San Luis del Palmar,Empedrado,0.0732541,5.8703974,0.0000000,5.9393424
Departamento San Luis del Palmar,Esquina,0.0732541,28.8274679,0.0656217,28.9620347
Departamento San Luis del Palmar,General Alvear,0.0732541,36.0132340,0.0000000,36.0821791
Departamento San Luis del Palmar,Departamento General Paz,0.0732541,8.5713399,0.0401319,8.6804169
Departamento San Luis del Palmar,Goya,0.0732541,18.6476158,0.0000000,18.7165609
Departamento San Luis del Palmar,Itati,0.0732541,4.4542660,0.0332713,4.5564824
Departamento San Luis del Palmar,Ituzaingo,0.0732541,17.2635179,0.0000000,17.3324629
Departamento San Luis del Palmar,Lavalle,0.0732541,16.6120761,0.0862448,16.7672659
Departamento San Luis del Palmar,Mburucuya,0.0732541,7.1862346,0.0404930,7.2956727
Departamento San Luis del Palmar,Mercedes,0.0732541,20.4074611,0.0000000,20.4764062
Departamento San Luis del Palmar,Monte Caseros,0.0732541,31.9530909,0.0000000,32.0220359
Departamento San Luis del Palmar,Departamento Paso de los Libres,0.0732541,32.4373928,0.0000000,32.5063379
Departamento San Luis del Palmar,Departamento Saladas,0.0732541,32.4373928,0.0000000,32.5063379
Departamento San Luis del Palmar,San Cosme,0.0732541,1.7172624,0.0802203,1.8664277
Departamento San Luis del Palmar,Departamento San Luis del Palmar,0.0732541,0.0000000,0.0802203,1.8664277
Departamento San Luis del Palmar,San Martin,0.0732541,35.3158121,0.0552303,35.4399875
Departamento San Luis del Palmar,San Miguel,0.0732541,11.3162648,0.0000000,11.3852099
Departamento San Luis del Palmar,San Roque,0.0732541,11.4413271,0.0845838,11.5948560
Departamento San Luis del Palmar,Santo Tome,0.0732541,30.2262941,0.0000000,30.2952392
Departamento San Luis del Palmar,Sauce,0.0732541,26.2474639,0.0000000,26.3164090
San Martin,Bella Vista,0.0586822,26.2008514,0.0000000,26.2560818
San Martin,Beron de Astrada,0.0586822,27.6891251,0.0131334,27.7574888
San Martin,Capital,0.0586822,34.6298889,0.0000000,34.6851192
San Martin,Concepcion,0.0586822,34.4477004,0.0736135,34.5765443
San Martin,Curuzu Cuatia,0.0586822,34.4477004,0.0736135,34.5765443
San Martin,Empedrado,0.0586822,29.6974381,0.0000000,29.7526685
San Martin,Esquina,0.0586822,28.7159687,0.0656217,28.8368207
San Martin,General Alvear,0.0586822,1.4292637,0.0000000,1.4844940
San Martin,Departamento General Paz,0.0586822,28.9932761,0.0401319,29.0886383
San Martin,Goya,0.0586822,27.9616300,0.0000000,28.0168604
San Martin,Itati,0.0586822,33.5342594,0.0332713,33.6227610
San Martin,Ituzaingo,0.0586822,19.8399734,0.0000000,19.8952037
San Martin,Lavalle,0.0586822,25.9260902,0.0862448,26.0675654
San Martin,Mburucuya,0.0586822,31.4525822,0.0404930,31.5483056
San Martin,Mercedes,0.0586822,15.2954826,0.0000000,15.3507130
San Martin,Monte Caseros,0.0586822,14.9270753,0.0000000,14.9823057
San Martin,Departamento Paso de los Libres,0.0586822,6.4769232,0.0000000,6.5321536
San Martin,Departamento Saladas,0.0586822,6.4769232,0.0000000,6.5321536
San Martin,San Cosme,0.0586822,35.0799847,0.0802203,35.2154353
San Martin,Departamento San Luis del Palmar,0.0586822,35.3158121,0.0689451,35.4399875
San Martin,San Martin,0.0586822,0.0000000,0.0689451,35.4399875
San Martin,San Miguel,0.0586822,29.0941535,0.0000000,29.1493838
San Martin,San Roque,0.0586822,23.8744850,0.0845838,24.0142991
San Martin,Santo Tome,0.0586822,8.2410981,0.0000000,8.2963285
San Martin,Sauce,0.0586822,23.0763876,0.0000000,23.1316180
San Miguel,Bella Vista,0.0000000,14.2144037,0.0000000,14.2144037
San Miguel,Beron de Astrada,0.0000000,5.5730631,0.0131334,5.5861964
San Miguel,Capital,0.0000000,13.5702414,0.0000000,13.5702414
San Miguel,Concepcion,0.0000000,7.1504424,0.0736135,7.2240559
San Miguel,Curuzu Cuatia,0.0000000,7.1504424,0.0736135,7.2240559
San Miguel,Empedrado,0.0000000,13.2040317,0.0000000,13.2040317
San Miguel,Esquina,0.0000000,30.7835646,0.0656217,30.8491863
San Miguel,General Alvear,0.0000000,29.0941605,0.0000000,29.0941605
San Miguel,Departamento General Paz,0.0000000,2.9729831,0.0401319,3.0131150
San Miguel,Goya,0.0000000,20.6037125,0.0000000,20.6037125
San Miguel,Itati,0.0000000,12.9953203,0.0332713,13.0285917
San Miguel,Ituzaingo,0.0000000,9.5604242,0.0000000,9.5604242
San Miguel,Lavalle,0.0000000,18.5681727,0.0862448,18.6544175
San Miguel,Mburucuya,0.0000000,7.6232287,0.0404930,7.6637217
San Miguel,Mercedes,0.0000000,22.3635578,0.0000000,22.3635578
San Miguel,Monte Caseros,0.0000000,33.9091875,0.0000000,33.9091875
San Miguel,Departamento Paso de los Libres,0.0000000,34.3934895,0.0000000,34.3934895
San Miguel,Departamento Saladas,0.0000000,34.3934895,0.0000000,34.3934895
San Miguel,San Cosme,0.0000000,12.6568367,0.0802203,12.7370570
San Miguel,Departamento San Luis del Palmar,0.0000000,11.3162648,0.0689451,11.3852099
San Miguel,San Martin,0.0000000,29.0941535,0.0552303,29.1493838
San Miguel,San Miguel,0.0000000,0.0000000,0.0552303,29.1493838
San Miguel,San Roque,0.0000000,13.3974238,0.0845838,13.4820076
San Miguel,Santo Tome,0.0000000,22.5232005,0.0000000,22.5232005
San Miguel,Sauce,0.0000000,28.2035606,0.0000000,28.2035606
San Roque,Bella Vista,0.0898703,3.3084024,0.0000000,3.3929862
San Roque,Beron de Astrada,0.0898703,16.4955891,0.0131334,16.5933062
San Roque,Capital,0.0898703,10.7554039,0.0000000,10.8399877
San Roque,Concepcion,0.0898703,10.5732155,0.0736135,10.7314128
San Roque,Curuzu Cuatia,0.0898703,10.5732155,0.0736135,10.7314128
San Roque,Empedrado,0.0898703,5.8229532,0.0000000,5.9075369
San Roque,Esquina,0.0898703,17.3861408,0.0656217,17.5363463
San Roque,General Alvear,0.0898703,24.5719069,0.0000000,24.6564907
San Roque,Departamento General Paz,0.0898703,13.8955091,0.0401319,14.0202248
San Roque,Goya,0.0898703,9.2152225,0.0000000,9.2998063
San Roque,Itati,0.0898703,15.5189026,0.0332713,15.6367577
San Roque,Ituzaingo,0.0898703,22.6027219,0.0000000,22.6873056
San Roque,Lavalle,0.0898703,7.1796828,0.0862448,7.3505113
San Roque,Mburucuya,0.0898703,7.5780972,0.0404930,7.7031740
San Roque,Mercedes,0.0898703,8.9661340,0.0000000,9.0507178
San Roque,Monte Caseros,0.0898703,20.5117637,0.0000000,20.5963475
San Roque,Departamento Paso de los Libres,0.0898703,20.9960657,0.0000000,21.0806495
San Roque,Departamento Saladas,0.0898703,20.9960657,0.0000000,21.0806495
San Roque,San Cosme,0.0898703,12.7818990,0.0802203,12.9467031
San Roque,Departamento San Luis del Palmar,0.0898703,11.4413271,0.0689451,11.5948560
San Roque,San Martin,0.0898703,23.8744850,0.0552303,24.0142991
San Roque,San Miguel,0.0898703,13.3974238,0.0000000,13.4820076
San Roque,San Roque,0.0898703,0.0000000,0.0000000,13.4820076
San Roque,Santo Tome,0.0898703,30.1252532,0.0000000,30.2098370
San Roque,Sauce,0.0898703,14.8061368,0.0000000,14.8907206
Santo Tome,Bella Vista,0.0000000,32.4516196,0.0000000,32.4516196
Santo Tome,Beron de Astrada,0.0000000,21.1181721,0.0131334,21.1313055
Santo Tome,Capital,0.0000000,32.3051052,0.0000000,32.3051052
Santo Tome,Concepcion,0.0000000,29.3185167,0.0736135,29.3921302
Santo Tome,Curuzu Cuatia,0.0000000,29.3185167,0.0736135,29.3921302
Santo Tome,Empedrado,0.0000000,34.6037677,0.0000000,34.6037677
Santo Tome,Esquina,0.0000000,36.7388176,0.0656217,36.8044393
Santo Tome,General Alvear,0.0000000,7.0559325,0.0000000,7.0559325
Santo Tome,Departamento General Paz,0.0000000,22.4223231,0.0401319,22.4624550
Santo Tome,Goya,0.0000000,34.2123982,0.0000000,34.2123982
Santo Tome,Itati,0.0000000,26.9633064,0.0332713,26.9965777
Santo Tome,Ituzaingo,0.0000000,13.2690204,0.0000000,13.2690204
Santo Tome,Lavalle,0.0000000,32.1768585,0.0862448,32.2631033
Santo Tome,Mburucuya,0.0000000,28.7397350,0.0404930,28.7802280
Santo Tome,Mercedes,0.0000000,21.5462509,0.0000000,21.5462509
Santo Tome,Monte Caseros,0.0000000,22.9499243,0.0000000,22.9499243
Santo Tome,Departamento Paso de los Libres,0.0000000,14.4997722,0.0000000,14.4997722
Santo Tome,Departamento Saladas,0.0000000,14.4997722,0.0000000,14.4997722
Santo Tome,San Cosme,0.0000000,28.5090317,0.0802203,28.5892520
Santo Tome,Departamento San Luis del Palmar,0.0000000,30.2262941,0.0689451,30.2952392
Santo Tome,San Martin,0.0000000,8.2410981,0.0552303,8.2963285
Santo Tome,San Miguel,0.0000000,22.5232005,0.0000000,22.5232005
Santo Tome,San Roque,0.0000000,30.1252532,0.0845838,30.2098370
Santo Tome,Santo Tome,0.0000000,0.0000000,0.0845838,30.2098370
Santo Tome,Sauce,0.0000000,31.0992366,0.0000000,31.0992366
Sauce,Bella Vista,0.0000000,17.1325032,0.0000000,17.1325032
Sauce,Beron de Astrada,0.0000000,31.3017259,0.0131334,31.3148593
Sauce,Capital,0.0000000,25.5615407,0.0000000,25.5615407
Sauce,Concepcion,0.0000000,25.3793523,0.0736135,25.4529658
Sauce,Curuzu Cuatia,0.0000000,25.3793523,0.0736135,25.4529658
Sauce,Empedrado,0.0000000,20.6290900,0.0000000,20.6290900
Sauce,Esquina,0.0000000,12.6514759,0.0656217,12.7170977
Sauce,General Alvear,0.0000000,24.2874021,0.0000000,24.2874021
Sauce,Departamento General Paz,0.0000000,28.7016459,0.0401319,28.7417778
Sauce,Goya,0.0000000,18.8932819,0.0000000,18.8932819
Sauce,Itati,0.0000000,30.3250394,0.0332713,30.3583107
Sauce,Ituzaingo,0.0000000,35.5282239,0.0000000,35.5282239
Sauce,Lavalle,0.0000000,16.8577421,0.0862448,16.9439869
Sauce,Mburucuya,0.0000000,22.3842340,0.0404930,22.4247271
Sauce,Mercedes,0.0000000,12.9581915,0.0000000,12.9581915
Sauce,Monte Caseros,0.0000000,13.9718677,0.0000000,13.9718677
Sauce,Departamento Paso de los Libres,0.0000000,16.8591786,0.0000000,16.8591786
Sauce,Departamento Saladas,0.0000000,16.8591786,0.0000000,16.8591786
Sauce,San Cosme,0.0000000,27.5880358,0.0802203,27.6682561
Sauce,Departamento San Luis del Palmar,0.0000000,26.2474639,0.0689451,26.3164090
Sauce,San Martin,0.0000000,23.0763876,0.0552303,23.1316180
Sauce,San Miguel,0.0000000,28.2035606,0.0000000,28.2035606
Sauce,San Roque,0.0000000,14.8061368,0.0845838,14.8907206
Sauce,Santo Tome,0.0000000,31.0992366,0.0000000,31.0992366
Sauce,Sauce,0.0000000,0.0000000,0.0000000,31.0992366
